source,title,description,extract,url,source_type
Wikipedia,Reincarnation,Concept of rebirth in different physical form,"Reincarnation, also known as rebirth or transmigration, is the philosophical or religious concept that nonmaterial essence of a living being begins a new lifespan in a different physical form or body after biological death. In most beliefs involving reincarnation, the soul of a human being is immortal and does not disperse after the physical body has perished. Upon death, the soul merely transmigrates into a newborn baby or into an animal to continue its immortality.",https://en.wikipedia.org/wiki/Reincarnation,reference
Wikipedia,Rebirth (Buddhism),Teaching in Buddhism,"Rebirth in Buddhism refers to the teaching that the actions of a sentient being lead to a new existence after death, in an endless cycle called saṃsāra. This cycle is considered to be dukkha, unsatisfactory and painful. The cycle stops only if Nirvana (liberation) is achieved by insight and the extinguishing of craving. Rebirth is one of the foundational doctrines of Buddhism, along with karma and Nirvana. Rebirth was a key teaching of early Buddhism along with the doctrine of karma. In Early Buddhist Sources, the Buddha claims to have knowledge of his many past lives. Rebirth and other concepts of the afterlife have been interpreted in different ways by different Buddhist traditions.",https://en.wikipedia.org/wiki/Rebirth_(Buddhism),reference
Wikipedia,Saṃsāra,Indian concept of the cyclical process of death and rebirth,"Saṃsāra is a Sanskrit word that means ""wandering"" as well as ""world,"" wherein the term connotes ""cyclic change"" or, less formally, ""running around in circles."" In the context of Indian religions and philosophies, saṃsāra is the concept of all beings experiencing an ongoing cycle of life, death, and rebirth. As a result, it can also be equated broadly with transmigration/reincarnation, the karmic cycle, the lesser-used term Punarjanman, or a ""cycle of aimless drifting, wandering or mundane existence"".",https://en.wikipedia.org/wiki/Sa%E1%B9%83s%C4%81ra,reference
Wikipedia,Karma,Concept about individuals' intent and actions influencing those individuals' future,"Karma is an ancient Indian concept that refers to an action, work, or deed, and its effect or consequences. In Indian religions, the term more specifically refers to a principle of cause and effect, often descriptively called the principle of karma, wherein individuals' intent and actions (cause) influence their future (effect): Good intent and good deeds contribute to good karma and happier rebirths, while bad intent and bad deeds contribute to bad karma and worse rebirths. In some scriptures, however, there is no link between rebirth and karma.",https://en.wikipedia.org/wiki/Karma,reference
Wikipedia,Ian Stevenson,American psychiatrist (1918–2007),"Ian Pretyman Stevenson was a Canadian-born American psychiatrist, the founder and director of the Division of Perceptual Studies at the University of Virginia School of Medicine. He was a professor at the University of Virginia School of Medicine for fifty years. He was chair of their department of psychiatry from 1957 to 1967, Carlson Professor of Psychiatry from 1967 to 2001, and research professor of psychiatry from 2002 until his death in 2007. He helped to found the Society for Scientific Exploration in 1982.",https://en.wikipedia.org/wiki/Ian_Stevenson,reference
Wikipedia,Twenty Cases Suggestive of Reincarnation,1966 book by Ian Stevenson,Twenty Cases Suggestive of Reincarnation is a 1966 book written by psychiatrist Ian Stevenson on claims of spontaneous recall of information about previous lives by young children. The book focuses on twenty cases investigated by the author. It has been translated into seven foreign languages.,https://en.wikipedia.org/wiki/Twenty_Cases_Suggestive_of_Reincarnation,reference
